species,cramer_v,odds_ratio,co_occurrence_ratio,p_value,chi2_statistic,adjusted_p_value,preference_index,relative_risk,interpretation,cooccurrence_zscore,relative_strength,co_occurrence_ratio_percentile,cramer_v_percentile,odds_ratio_percentile,rank
species_Adelinia grande,0.12445213543548571,3.7978165522501905,0.7362637362637363,7.650935291811808e-09,33.36187146713064,5.440665096399508e-08,0.5316670139423644,inf,"Very strong association with VCM (z-score: 1.4, ranked #5 of 37 significant species)
Co-occurrence ratio: 73.6% (higher than 89.2% of significant species)
Effect size (Cramer's V): 0.124 (stronger than 78.4% of significant species)
Odds ratio: 3.8 (higher than 89.2% of significant species)
p=5.4e-08",1.4209998533436157,strong,0.8918918918918919,0.7837837837837838,0.8918918918918919,5.0
species_Adenocaulon bicolor,0.08136093525774757,0.35355339105339106,0.22077922077922077,0.00015932920881714263,14.258622247077152,0.0004855747316331966,-0.38371109517028723,inf,"Below average association with VCM (z-score: -0.6, ranked #26 of 37 significant species)
Co-occurrence ratio: 22.1% (higher than 32.4% of significant species)
Effect size (Cramer's V): 0.081 (stronger than 45.9% of significant species)
Odds ratio: 0.4 (higher than 35.1% of significant species)
p=4.9e-04",-0.6146609990555555,weak,0.32432432432432434,0.4594594594594595,0.35135135135135137,26.0
species_Aesculus californica,0.16094422319641036,18.039695945945947,0.9298245614035088,8.042953273576424e-14,55.79515457955748,1.0294980190177822e-12,0.8753850826571788,inf,"Exceptionally strong association with VCM (z-score: 2.2, ranked #2 of 37 significant species)
Co-occurrence ratio: 93.0% (higher than 97.3% of significant species)
Effect size (Cramer's V): 0.161 (stronger than 89.2% of significant species)
Odds ratio: 18.0 (higher than 97.3% of significant species)
p=1.0e-12",2.1853762457649553,very_strong,0.972972972972973,0.8918918918918919,0.972972972972973,2.0
species_Aquilegia formosa,0.07368199826217701,0.5199777530589544,0.29577464788732394,0.0006269705911193209,11.694145413472661,0.0015433122242937132,-0.25053702263042393,inf,"Below average association with VCM (z-score: -0.3, ranked #16 of 37 significant species)
Co-occurrence ratio: 29.6% (higher than 59.5% of significant species)
Effect size (Cramer's V): 0.074 (stronger than 32.4% of significant species)
Odds ratio: 0.5 (higher than 59.5% of significant species)
p=1.5e-03",-0.31850223872998557,weak,0.5945945945945946,0.32432432432432434,0.5945945945945946,16.0
species_Arctostaphylos viscida,0.048380252297226915,1.4678166278166278,0.5253164556962026,0.024743374053929124,5.041757541787533,0.04383766447835809,0.15707472841683456,inf,"Above average association with VCM (z-score: 0.6, ranked #11 of 37 significant species)
Co-occurrence ratio: 52.5% (higher than 73.0% of significant species)
Effect size (Cramer's V): 0.048 (stronger than 5.4% of significant species)
Odds ratio: 1.5 (higher than 73.0% of significant species)
p=4.4e-02",0.5879639268080261,average,0.7297297297297297,0.05405405405405406,0.7297297297297297,11.0
species_Calochortus albus,0.20488868918664366,100.41887226697354,0.9863013698630136,1.9226173913753897e-21,90.4235736565618,1.2304751304802494e-19,0.9756744853132163,inf,"Exceptionally strong association with VCM (z-score: 2.4, ranked #1 of 37 significant species)
Co-occurrence ratio: 98.6% (higher than 100.0% of significant species)
Effect size (Cramer's V): 0.205 (stronger than 100.0% of significant species)
Odds ratio: 100.4 (higher than 100.0% of significant species)
p=1.2e-19",2.4084045319616796,very_strong,1.0,1.0,1.0,1.0
species_Chlorogalum pomeridianum,0.0522236870547861,1.7822543542556688,0.575,0.015360572449106304,5.874633256590285,0.030721144898212607,0.24530090684253908,inf,"Above average association with VCM (z-score: 0.8, ranked #9 of 37 significant species)
Co-occurrence ratio: 57.5% (higher than 78.4% of significant species)
Effect size (Cramer's V): 0.052 (stronger than 16.2% of significant species)
Odds ratio: 1.8 (higher than 75.7% of significant species)
p=3.1e-02",0.7841654481138941,average,0.7837837837837838,0.16216216216216217,0.7567567567567568,9.0
species_Collomia grandiflora,0.10450453344979631,0.3107647983237297,0.20192307692307693,1.2334862541771756e-06,23.524259439899367,6.072547712872249e-06,-0.41719512968482464,inf,"Below average association with VCM (z-score: -0.7, ranked #31 of 37 significant species)
Co-occurrence ratio: 20.2% (higher than 18.9% of significant species)
Effect size (Cramer's V): 0.105 (stronger than 67.6% of significant species)
Odds ratio: 0.3 (higher than 18.9% of significant species)
p=6.1e-06",-0.6891243684141491,weak,0.1891891891891892,0.6756756756756757,0.1891891891891892,31.0
species_Cornus nuttallii,0.1413272996855129,0.3516648751023751,0.2314410480349345,5.4107962170050486e-11,43.022715740802965,5.771515964805385e-10,-0.36477822137901983,inf,"Below average association with VCM (z-score: -0.6, ranked #22 of 37 significant species)
Co-occurrence ratio: 23.1% (higher than 43.2% of significant species)
Effect size (Cramer's V): 0.141 (stronger than 86.5% of significant species)
Odds ratio: 0.4 (higher than 32.4% of significant species)
p=5.8e-10",-0.5725571846682329,weak,0.43243243243243246,0.8648648648648649,0.32432432432432434,22.0
species_Corvus corax,0.06636395785719323,0.3468548387096774,0.21568627450980393,0.0020697884981535552,9.486592739923221,0.004567809099373364,-0.39275495853741327,inf,"Below average association with VCM (z-score: -0.6, ranked #27 of 37 significant species)
Co-occurrence ratio: 21.6% (higher than 29.7% of significant species)
Effect size (Cramer's V): 0.066 (stronger than 24.3% of significant species)
Odds ratio: 0.3 (higher than 29.7% of significant species)
p=4.6e-03",-0.6347731673799126,weak,0.2972972972972973,0.24324324324324326,0.2972972972972973,27.0
species_Cryptoporus volvatus,0.08308063548145052,0.3559820461228912,0.2222222222222222,0.00011531760768476405,14.867752350771564,0.000369016344591245,-0.3811486672162682,inf,"Below average association with VCM (z-score: -0.6, ranked #24 of 37 significant species)
Co-occurrence ratio: 22.2% (higher than 36.5% of significant species)
Effect size (Cramer's V): 0.083 (stronger than 48.6% of significant species)
Odds ratio: 0.4 (higher than 40.5% of significant species)
p=3.7e-04",-0.6089625513636543,weak,0.36486486486486486,0.4864864864864865,0.40540540540540543,24.5
species_Diplacus torreyi,0.14016897860191832,0.17978379122770777,0.12962962962962962,7.748110330584417e-11,42.320375879205045,7.083986587962895e-10,-0.5455711275991573,inf,"Below average association with VCM (z-score: -1.0, ranked #36 of 37 significant species)
Co-occurrence ratio: 13.0% (higher than 5.4% of significant species)
Effect size (Cramer's V): 0.140 (stronger than 83.8% of significant species)
Odds ratio: 0.2 (higher than 5.4% of significant species)
p=7.1e-10",-0.9746129449273153,weak,0.05405405405405406,0.8378378378378378,0.05405405405405406,36.0
species_Elgaria multicarinata,0.11779921261015498,3.526027397260274,0.7222222222222222,4.571911474349687e-08,29.890313774847158,2.9260233435837997e-07,0.5067326188513328,inf,"Very strong association with VCM (z-score: 1.4, ranked #6 of 37 significant species)
Co-occurrence ratio: 72.2% (higher than 86.5% of significant species)
Effect size (Cramer's V): 0.118 (stronger than 75.7% of significant species)
Odds ratio: 3.5 (higher than 86.5% of significant species)
p=2.9e-07",1.3655495738801153,strong,0.8648648648648649,0.7567567567567568,0.8648648648648649,6.0
species_Erythranthe cardinalis,0.04818069199898779,0.6210324483775811,0.33035714285714285,0.025343649776550767,5.000250541553856,0.04383766447835809,-0.1891267224119656,inf,"Below average association with VCM (z-score: -0.2, ranked #12 of 37 significant species)
Co-occurrence ratio: 33.0% (higher than 70.3% of significant species)
Effect size (Cramer's V): 0.048 (stronger than 2.7% of significant species)
Odds ratio: 0.6 (higher than 70.3% of significant species)
p=4.4e-02",-0.18193512745180732,weak,0.7027027027027027,0.02702702702702703,0.7027027027027027,12.0
species_Euphagus cyanocephalus,0.06507552194568195,0.2619952056057533,0.17142857142857143,0.0025257994138429144,9.121809940707315,0.005388372082864884,-0.47134613119773877,inf,"Below average association with VCM (z-score: -0.8, ranked #33 of 37 significant species)
Co-occurrence ratio: 17.1% (higher than 13.5% of significant species)
Effect size (Cramer's V): 0.065 (stronger than 21.6% of significant species)
Odds ratio: 0.3 (higher than 16.2% of significant species)
p=5.4e-03",-0.8095479101185769,weak,0.13513513513513514,0.21621621621621623,0.16216216216216217,33.0
species_Goodyera oblongifolia,0.09590082174450239,0.3621885435396866,0.22727272727272727,8.552200947418924e-06,19.810268234677352,3.4208803789675696e-05,-0.3721801693772015,inf,"Below average association with VCM (z-score: -0.6, ranked #23 of 37 significant species)
Co-occurrence ratio: 22.7% (higher than 40.5% of significant species)
Effect size (Cramer's V): 0.096 (stronger than 59.5% of significant species)
Odds ratio: 0.4 (higher than 43.2% of significant species)
p=3.4e-05",-0.589017984442,weak,0.40540540540540543,0.5945945945945946,0.43243243243243246,23.0
species_Heteromeles arbutifolia,0.17735139764814292,13.419734904270987,0.9066666666666666,1.855141536723346e-16,67.75087830565289,5.936452917514707e-15,0.8342621599340477,inf,"Exceptionally strong association with VCM (z-score: 2.1, ranked #3 of 37 significant species)
Co-occurrence ratio: 90.7% (higher than 94.6% of significant species)
Effect size (Cramer's V): 0.177 (stronger than 97.3% of significant species)
Odds ratio: 13.4 (higher than 94.6% of significant species)
p=5.9e-15",2.093925157858928,very_strong,0.9459459459459459,0.972972972972973,0.9459459459459459,3.0
species_Iris hartwegii,0.10273981784565105,0.4744244690332819,0.2831050228310502,1.858065297065337e-06,22.73648274824258,8.494012786584398e-06,-0.27303526860834115,inf,"Below average association with VCM (z-score: -0.4, ranked #17 of 37 significant species)
Co-occurrence ratio: 28.3% (higher than 56.8% of significant species)
Effect size (Cramer's V): 0.103 (stronger than 64.9% of significant species)
Odds ratio: 0.5 (higher than 56.8% of significant species)
p=8.5e-06",-0.36853489532179506,weak,0.5675675675675675,0.6486486486486487,0.5675675675675675,17.0
species_Leuconotopicus albolarvatus,0.05109493011484101,0.4229390681003584,0.25,0.017721929646178018,5.623430316930808,0.03436980295016343,-0.33182192910140146,inf,"Below average association with VCM (z-score: -0.5, ranked #20 of 37 significant species)
Co-occurrence ratio: 25.0% (higher than 47.3% of significant species)
Effect size (Cramer's V): 0.051 (stronger than 13.5% of significant species)
Odds ratio: 0.4 (higher than 51.4% of significant species)
p=3.4e-02",-0.499267433294556,weak,0.47297297297297297,0.13513513513513514,0.5135135135135135,20.5
species_Lonicera hispidula,0.10143332536938814,3.320156409020301,0.7123287671232876,2.5059758541402603e-06,22.161901793290106,1.0692163644331777e-05,0.4891641915775446,inf,"Very strong association with VCM (z-score: 1.3, ranked #7 of 37 significant species)
Co-occurrence ratio: 71.2% (higher than 83.8% of significant species)
Effect size (Cramer's V): 0.101 (stronger than 62.2% of significant species)
Odds ratio: 3.3 (higher than 83.8% of significant species)
p=1.1e-05",1.326480079773313,strong,0.8378378378378378,0.6216216216216216,0.8378378378378378,7.0
species_Lophocampa argentata,0.07970764777718929,0.31917680865449627,0.203125,0.00021617106117292648,13.6850278319275,0.0006288612688666952,-0.41506079967023907,inf,"Below average association with VCM (z-score: -0.7, ranked #30 of 37 significant species)
Co-occurrence ratio: 20.3% (higher than 21.6% of significant species)
Effect size (Cramer's V): 0.080 (stronger than 43.2% of significant species)
Odds ratio: 0.3 (higher than 21.6% of significant species)
p=6.3e-04",-0.6843779450361593,weak,0.21621621621621623,0.43243243243243246,0.21621621621621623,30.0
species_Maianthemum racemosum,0.10716578345495575,0.3226958428703249,0.20869565217391303,6.56892414636639e-07,24.737624079130164,3.5034262113954078e-06,-0.4051686440374207,inf,"Below average association with VCM (z-score: -0.7, ranked #28 of 37 significant species)
Co-occurrence ratio: 20.9% (higher than 27.0% of significant species)
Effect size (Cramer's V): 0.107 (stronger than 70.3% of significant species)
Odds ratio: 0.3 (higher than 24.3% of significant species)
p=3.5e-06",-0.6623793045103457,weak,0.2702702702702703,0.7027027027027027,0.24324324324324326,28.0
species_Otospermophilus beecheyi,0.07682003346228171,0.19714877136752137,0.13513513513513514,0.00036342586366195923,12.711437983628658,0.0009303702109746156,-0.5357946569817963,inf,"Below average association with VCM (z-score: -1.0, ranked #34 of 37 significant species)
Co-occurrence ratio: 13.5% (higher than 10.8% of significant species)
Effect size (Cramer's V): 0.077 (stronger than 35.1% of significant species)
Odds ratio: 0.2 (higher than 10.8% of significant species)
p=9.3e-04",-0.9528715701748813,weak,0.10810810810810811,0.35135135135135137,0.10810810810810811,34.0
species_Papilio eurymedon,0.04881930087614583,0.5791751207512614,0.3146067415730337,0.023465921956285128,5.133680193328797,0.04290911443434995,-0.21709569550839686,inf,"Below average association with VCM (z-score: -0.2, ranked #14 of 37 significant species)
Co-occurrence ratio: 31.5% (higher than 64.9% of significant species)
Effect size (Cramer's V): 0.049 (stronger than 8.1% of significant species)
Odds ratio: 0.6 (higher than 64.9% of significant species)
p=4.3e-02",-0.24413384407766445,weak,0.6486486486486487,0.08108108108108109,0.6486486486486487,14.0
species_Pseudacris regilla,0.07894514066498098,1.8097355074789754,0.5722543352601156,0.00024836581342666767,13.424450095357766,0.0006623088358044472,0.24042525816182111,inf,"Above average association with VCM (z-score: 0.8, ranked #10 of 37 significant species)
Co-occurrence ratio: 57.2% (higher than 75.7% of significant species)
Effect size (Cramer's V): 0.079 (stronger than 37.8% of significant species)
Odds ratio: 1.8 (higher than 78.4% of significant species)
p=6.6e-04",0.7733227514723822,average,0.7567567567567568,0.3783783783783784,0.7837837837837838,10.0
species_Pterospora andromedea,0.12665925618078178,0.16532644352193224,0.11904761904761904,4.142289875380748e-09,34.55568969768322,3.3138319003045985e-08,-0.5643622659286303,inf,"Weak association with VCM (z-score: -1.0, ranked #37 of 37 significant species)
Co-occurrence ratio: 11.9% (higher than 2.7% of significant species)
Effect size (Cramer's V): 0.127 (stronger than 81.1% of significant species)
Odds ratio: 0.2 (higher than 2.7% of significant species)
p=3.3e-08",-1.016401561334591,very_weak,0.02702702702702703,0.8108108108108109,0.02702702702702703,37.0
species_Rhododendron occidentale,0.07263407244347898,0.4406953621143114,0.2608695652173913,0.0007488637954042128,11.363876065326686,0.001775084552069245,-0.3125201620129754,inf,"Below average association with VCM (z-score: -0.5, ranked #18 of 37 significant species)
Co-occurrence ratio: 26.1% (higher than 54.1% of significant species)
Effect size (Cramer's V): 0.073 (stronger than 29.7% of significant species)
Odds ratio: 0.4 (higher than 54.1% of significant species)
p=1.8e-03",-0.45634325665882186,weak,0.5405405405405406,0.2972972972972973,0.5405405405405406,18.0
species_Ribes roezlii,0.05935118160354305,0.5645235268724369,0.31092436974789917,0.005877113289639213,7.587600180164953,0.012133395178609988,-0.22363471357215595,inf,"Below average association with VCM (z-score: -0.3, ranked #15 of 37 significant species)
Co-occurrence ratio: 31.1% (higher than 62.2% of significant species)
Effect size (Cramer's V): 0.059 (stronger than 18.9% of significant species)
Odds ratio: 0.6 (higher than 62.2% of significant species)
p=1.2e-02",-0.25867561971443276,weak,0.6216216216216216,0.1891891891891892,0.6216216216216216,15.0
species_Rubus parviflorus,0.08463954338540891,0.4175299225379063,0.25225225225225223,8.557575498195542e-05,15.430937863872575,0.00028825517467606036,-0.3278224638488447,inf,"Below average association with VCM (z-score: -0.5, ranked #19 of 37 significant species)
Co-occurrence ratio: 25.2% (higher than 51.4% of significant species)
Effect size (Cramer's V): 0.085 (stronger than 51.4% of significant species)
Odds ratio: 0.4 (higher than 48.6% of significant species)
p=2.9e-04",-0.4903732345321967,weak,0.5135135135135135,0.5135135135135135,0.4864864864864865,19.0
species_Sarcodes sanguinea,0.1136920084571921,0.25712147934370155,0.17346938775510204,1.3161479131319164e-07,27.842329983263134,7.657587858222059e-07,-0.4677221259484833,inf,"Below average association with VCM (z-score: -0.8, ranked #32 of 37 significant species)
Co-occurrence ratio: 17.3% (higher than 16.2% of significant species)
Effect size (Cramer's V): 0.114 (stronger than 73.0% of significant species)
Odds ratio: 0.3 (higher than 13.5% of significant species)
p=7.7e-07",-0.8014886769543166,weak,0.16216216216216217,0.7297297297297297,0.13513513513513514,32.0
species_Silene laciniata,0.09297329438391107,2.0433491686460807,0.6,1.5960097015765982e-05,18.619248091358777,6.008507111817781e-05,0.2896949711459192,inf,"Above average association with VCM (z-score: 0.9, ranked #8 of 37 significant species)
Co-occurrence ratio: 60.0% (higher than 81.1% of significant species)
Effect size (Cramer's V): 0.093 (stronger than 56.8% of significant species)
Odds ratio: 2.0 (higher than 81.1% of significant species)
p=6.0e-05",0.8828910543760826,average,0.8108108108108109,0.5675675675675675,0.8108108108108109,8.0
species_Tamiasciurus douglasii,0.06846532750051468,0.3233358120576166,0.20408163265306123,0.001485207818166688,10.096877304247384,0.003394760727238144,-0.41336204720965053,inf,"Below average association with VCM (z-score: -0.7, ranked #29 of 37 significant species)
Co-occurrence ratio: 20.4% (higher than 24.3% of significant species)
Effect size (Cramer's V): 0.068 (stronger than 27.0% of significant species)
Odds ratio: 0.3 (higher than 27.0% of significant species)
p=3.4e-03",-0.6806001794904123,weak,0.24324324324324326,0.2702702702702703,0.2702702702702703,29.0
species_Toxicodendron diversilobum,0.16266233502466673,4.8876470588235295,0.7777777777777778,4.3741886069523435e-14,56.992761897648094,6.99870177112375e-13,0.6053860950810662,inf,"Very strong association with VCM (z-score: 1.6, ranked #4 of 37 significant species)
Co-occurrence ratio: 77.8% (higher than 91.9% of significant species)
Effect size (Cramer's V): 0.163 (stronger than 91.9% of significant species)
Odds ratio: 4.9 (higher than 91.9% of significant species)
p=7.0e-13",1.5849398100183119,strong,0.918918918918919,0.918918918918919,0.918918918918919,4.0
species_Turdus migratorius,0.04948933561054698,0.5804441659704818,0.31521739130434784,0.021626773035527208,5.275564606579405,0.04070921983158063,-0.2160113265708448,inf,"Below average association with VCM (z-score: -0.2, ranked #13 of 37 significant species)
Co-occurrence ratio: 31.5% (higher than 67.6% of significant species)
Effect size (Cramer's V): 0.049 (stronger than 10.8% of significant species)
Odds ratio: 0.6 (higher than 67.6% of significant species)
p=4.1e-02",-0.24172237348015121,weak,0.6756756756756757,0.10810810810810811,0.6756756756756757,13.0
species_Ursus americanus,0.07910004970249711,0.41475826972010177,0.25,0.00024148172998419921,13.477185676767403,0.0006623088358044472,-0.33182192910140146,inf,"Below average association with VCM (z-score: -0.5, ranked #20 of 37 significant species)
Co-occurrence ratio: 25.0% (higher than 47.3% of significant species)
Effect size (Cramer's V): 0.079 (stronger than 40.5% of significant species)
Odds ratio: 0.4 (higher than 45.9% of significant species)
p=6.6e-04",-0.499267433294556,weak,0.47297297297297297,0.40540540540540543,0.4594594594594595,20.5
species_Viola lobata,0.16846744276286718,0.1822705314009662,0.1346153846153846,5.333895653805155e-15,61.133275549863086,1.137897739478433e-13,-0.5367176105016171,inf,"Below average association with VCM (z-score: -1.0, ranked #35 of 37 significant species)
Co-occurrence ratio: 13.5% (higher than 8.1% of significant species)
Effect size (Cramer's V): 0.168 (stronger than 94.6% of significant species)
Odds ratio: 0.2 (higher than 8.1% of significant species)
p=1.1e-13",-0.9549240775815797,weak,0.08108108108108109,0.9459459459459459,0.08108108108108109,35.0
species_Viola purpurea,0.08802528408693125,0.3545835272219637,0.2222222222222222,4.400861429449185e-05,16.690162675511985,0.00015647507304708213,-0.3811486672162682,inf,"Below average association with VCM (z-score: -0.6, ranked #24 of 37 significant species)
Co-occurrence ratio: 22.2% (higher than 36.5% of significant species)
Effect size (Cramer's V): 0.088 (stronger than 54.1% of significant species)
Odds ratio: 0.4 (higher than 37.8% of significant species)
p=1.6e-04",-0.6089625513636543,weak,0.36486486486486486,0.5405405405405406,0.3783783783783784,24.5
